rule_id,graph,guideline,node,severity,effect_type,condition,actions,clinical_question,expected_answer,evidence_cited,clinician_agrees,clinician_notes
CAKI-HIGH-NO-CONTRAST-WITHOUT-HYDRATION,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,high_risk_pathway,HIGH,FORBIDDEN,"patient.labs.get('egfr', 90) < 60",administer_contrast_without_hydration,"Clinical scenario: patient.labs.get('egfr', 90) < 60
Context: Converted from unconditional: contrast without hydration is harmful when eGFR <60; pre-hydration reduces CA-AKI incidence by 50%
Question: Is it safe to administer contrast without hydration?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO 2024 CKD Section 4.3.2; pre-hydration mandatory in eGFR <60,,
CAKI-HIGH-NO-REPEAT-CONTRAST,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,high_risk_pathway,HIGH,FORBIDDEN,"patient.labs.get('egfr', 90) < 60",repeat_contrast_within_48h,"Clinical scenario: patient.labs.get('egfr', 90) < 60
Context: Converted from unconditional: repeated contrast within 48h in CKD patients (eGFR <60) causes cumulative nephrotoxicity
Question: Is it safe to repeat contrast within 48h?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO 2024 CKD Section 4.3.2; repeated contrast within 48h multiplies AKI risk,,
CAKI-HIGH-NO-NSAIDS,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,high_risk_pathway,HIGH,FORBIDDEN,'nsaid' in patient.medications,continue_nsaids,"Clinical scenario: patient is on nsaid
Context: Converted from unconditional: continuing NSAIDs during contrast exposure multiplies nephrotoxicity risk via afferent arteriole vasoconstriction
Question: Is it safe to continue nsaids?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO 2024 CKD; NSAIDs synergize with contrast nephrotoxicity,,
CAKI-HIGH-NO-AMINOGLYCOSIDES,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,high_risk_pathway,HIGH,FORBIDDEN,'aminoglycoside' in patient.medications,continue_aminoglycosides,"Clinical scenario: patient is on aminoglycoside
Context: Converted from unconditional: continuing aminoglycosides with contrast exposure causes synergistic tubular toxicity
Question: Is it safe to continue aminoglycosides?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO 2024 CKD; aminoglycosides synergize with contrast nephrotoxicity,,
CAKI-MOD-NO-CONTRAST-WITHOUT-HYDRATION,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,moderate_risk_pathway,HIGH,FORBIDDEN,"patient.labs.get('egfr', 90) < 60",administer_contrast_without_hydration,"Clinical scenario: patient.labs.get('egfr', 90) < 60
Context: Converted from unconditional: contrast without hydration in eGFR 30-59 increases CA-AKI risk; pre-hydration is standard of care
Question: Is it safe to administer contrast without hydration?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO 2024 CKD Section 4.3.2; hydration required in CKD G3,,
CAKI-MOD-NO-REPEAT-CONTRAST,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,moderate_risk_pathway,HIGH,FORBIDDEN,"patient.labs.get('egfr', 90) < 60",repeat_contrast_within_48h,"Clinical scenario: patient.labs.get('egfr', 90) < 60
Context: Converted from unconditional: repeated contrast within 48h at eGFR 30-59 causes cumulative nephrotoxicity
Question: Is it safe to repeat contrast within 48h?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO 2024 CKD Section 4.3.2; repeated contrast in CKD G3 multiplies AKI risk,,
PEDS-DKA-SLOW-FLUID,pals_pediatric_emergency,AHA PALS 2025 Pediatric Emergency Guidelines,pediatric_fluid_resuscitation,CRITICAL,FORBIDDEN,"'dka' in patient.get('presentation', {})","give_rapid_fluid_bolus, give_bolus_greater_than_10ml_kg","Clinical scenario: 'dka' in patient.get('presentation', {})
Context: Pediatric DKA: rapid fluid (>10ml/kg/h) causes cerebral edema and herniation. Use 10ml/kg over 1h, then slow correction over 48h.

Question: Is it safe to give a rapid fluid bolus, give bolus greater than 10ml kg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ISPAD 2022; AHA PALS 2025 - cerebral edema risk in pediatric DKA,,
PEDS-CARDIAC-LIMIT-FLUID,pals_pediatric_emergency,AHA PALS 2025 Pediatric Emergency Guidelines,pediatric_fluid_resuscitation,HIGH,FORBIDDEN,'congenital_heart_disease' in patient.comorbidities,"give_ns_bolus_20ml_kg, give_rapid_fluid_bolus","Clinical scenario: patient has congenital heart disease
Context: CHD patients have limited cardiac reserve. Standard 20ml/kg bolus can cause pulmonary edema. Use 5-10ml/kg with frequent reassessment.

Question: Is it safe to give ns bolus 20ml kg, give a rapid fluid bolus?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA PALS 2025; Pediatric Cardiology Guidelines,,
PEDS-FEBRILE-SEIZURE-NO-AED,pals_pediatric_emergency,AHA PALS 2025 Pediatric Emergency Guidelines,pediatric_seizure,HIGH,FORBIDDEN,"'simple_febrile_seizure' in patient.get('presentation', {}) and patient.age >= 1","give_antiepileptic_medication, start_levetiracetam, start_phenytoin","Clinical scenario: 'simple febrile seizure' in patient.get('presentation', {}) AND patient age >= 1
Context: Simple febrile seizures in children >=1y do NOT require antiepileptic medication. Treatment is supportive + antipyretic. Starting AEDs is overtreatment with side effects and no benefit for simple febrile seizures.

Question: Is it safe to give antiepileptic medication, start levetiracetam, start phenytoin?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AAP 2011 Febrile Seizure Practice Parameter (reaffirmed 2023),,
PEDS-NEONATE-SEIZURE-PHENOBARB,pals_pediatric_emergency,AHA PALS 2025 Pediatric Emergency Guidelines,pediatric_seizure,HIGH,REQUIRED,patient.age < 1,give_phenobarbital_first_line,"Clinical scenario: patient age < 1
Context: Neonatal seizures (<1 year): phenobarbital is the first-line agent. Benzodiazepines alone are insufficient. Levetiracetam has less evidence in neonates compared to phenobarbital.

Question: Should the clinician give phenobarbital first line?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",AHA PALS 2025; Neonatal seizure management - phenobarbital preferred over levetiracetam,,
PEDS-NEONATE-SEIZURE-PHENOBARB-FORBIDDEN,pals_pediatric_emergency,AHA PALS 2025 Pediatric Emergency Guidelines,pediatric_seizure,CRITICAL,FORBIDDEN,patient.age < 1,"give_adult_dose_anticonvulsant_in_neonate, give_diazepam_iv_in_neonate","Clinical scenario: patient age < 1
Context: Neonatal seizures require phenobarbital; IV diazepam contains benzyl alcohol causing gasping syndrome in neonates.
Question: Is it safe to give adult dose anticonvulsant in neonate, give diazepam iv in neonate?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA PALS 2020; neonates require phenobarbital as first-line; IV diazepam contains benzyl alcohol toxic to neonates,,
PE-MASSIVE-THROMBOLYSIS,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,CRITICAL,REQUIRED,patient.vitals.sbp < 90 or 'hemodynamic_instability' in patient.presentation,"give_thrombolytic, give_alteplase_pe","Clinical scenario: systolic BP < 90 OR 'hemodynamic instability' in patient.presentation
Context: Massive PE with hemodynamic instability requires systemic thrombolysis.
Question: Should the clinician give thrombolytic, give alteplase pe?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ESC PE 2019, Section 6.2",,
PE-MASSIVE-THROMBOLYSIS-FORBIDDEN,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,CRITICAL,FORBIDDEN,patient.vitals.sbp < 90 or 'hemodynamic_instability' in patient.presentation,"give_anticoagulation_only_in_massive_pe, delay_thrombolysis_in_massive_pe","Clinical scenario: systolic BP < 90 OR 'hemodynamic instability' in patient.presentation
Context: Massive PE with shock requires thrombolysis; anticoagulation alone has unacceptably high mortality (25-65%).
Question: Is it safe to give anticoagulation only in massive pe, delay thrombolysis in massive pe?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ESC PE 2019; massive PE with hemodynamic collapse requires thrombolysis; anticoagulation alone has 25-65% mortality,,
PE-HIT-NO-HEPARIN,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,CRITICAL,FORBIDDEN,'heparin_induced_thrombocytopenia' in patient.comorbidities or 'hit' in patient.comorbidities,"give_heparin, give_enoxaparin, give_ufh","Clinical scenario: patient has heparin induced thrombocytopenia OR patient has hit
Context: Heparin in HIT causes catastrophic thrombosis.
Question: Is it safe to give heparin, give enoxaparin, give ufh?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ESC PE 2019; ASH HIT Guidelines 2018,,
PE-OBESITY-NO-STANDARD-DOAC,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,HIGH,FORBIDDEN,patient.weight_kg > 120,"give_standard_dose_doac, give_rivaroxaban_standard","Clinical scenario: patient weight > 120
Context: Standard DOAC dosing in morbid obesity may be subtherapeutic.
Question: Is it safe to give standard dose doac, give rivaroxaban standard?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ISTH 2021; Martin KA, J Thromb Haemost 2021",,
PE-PREGNANCY-NO-WARFARIN,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,CRITICAL,FORBIDDEN,'pregnancy' in patient.comorbidities,"give_warfarin, give_doac","Clinical scenario: patient has pregnancy
Context: Warfarin and DOACs are teratogenic. LMWH is safe in pregnancy.
Question: Is it safe to give warfarin, give doac?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ESC PE 2019; ACOG Practice Bulletin,,
PE-RENAL-ENOXAPARIN-ADJUST,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,HIGH,FORBIDDEN,patient.labs.egfr < 30,give_enoxaparin_full_dose,"Clinical scenario: eGFR < 30
Context: Enoxaparin accumulates in severe renal impairment. Dose adjustment required.
Question: Is it safe to give enoxaparin full dose?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ESC PE 2019; Lim W, CHEST 2006",,
PE-ACTIVE-BLEED-NO-THROMBOLYSIS,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,CRITICAL,FORBIDDEN,'active_bleeding' in patient.contraindications or 'active_hemorrhage' in patient.comorbidities,"give_thrombolysis, give_alteplase_pe, give_full_dose_anticoagulation","Clinical scenario: 'active bleeding' in patient.contraindications OR patient has active hemorrhage
Context: Active bleeding is absolute contraindication to thrombolysis.
Question: Is it safe to give thrombolysis, give alteplase pe, give full dose anticoagulation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ESC PE 2019, Section 6.2 Absolute Contraindications",,
PE-PREGNANCY-IMAGING,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,HIGH,FORBIDDEN,'pregnancy' in patient.comorbidities,"order_ct_pa_without_considering_vq, give_warfarin, give_doac","Clinical scenario: patient has pregnancy
Context: Pregnancy PE: prefer V/Q scan over CT-PA; warfarin/DOACs teratogenic.
Question: Is it safe to order ct pa without considering vq, give warfarin, give doac?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ESC PE 2019; ACOG Practice Bulletin 2018,,
PE-MORBID-OBESITY-DOAC-CAUTION,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,HIGH,FORBIDDEN,patient.weight_kg > 150,"give_standard_dose_doac, give_apixaban_standard, give_rivaroxaban_standard","Clinical scenario: patient weight > 150
Context: Morbid obesity >150kg: DOAC pharmacokinetics unreliable, use LMWH or UFH.
Question: Is it safe to give standard dose doac, give apixaban standard, give rivaroxaban standard?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ISTH 2021; Martin KA, J Thromb Haemost 2021",,
PE-RECENT-SURGERY-NO-THROMBOLYSIS,pulmonary_embolism,ESC 2019 Pulmonary Embolism,initial_assessment,HIGH,FORBIDDEN,'recent_surgery_3_weeks' in patient.history or 'recent_major_surgery' in patient.history,"give_thrombolysis, give_alteplase_pe","Clinical scenario: 'recent surgery 3 weeks' in patient.history OR 'recent major surgery' in patient.history
Context: Recent surgery within 3 weeks is relative contraindication to thrombolysis.
Question: Is it safe to give thrombolysis, give alteplase pe?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ESC PE 2019, Section 6.2 Relative Contraindications",,
SEPSIS-PENICILLIN-ANAPHYLAXIS-NO-CEPH,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,CRITICAL,FORBIDDEN,'penicillin_anaphylaxis' in patient.allergies,"give_cephalosporin, give_ceftriaxone, give_cefepime, give_piperacillin_tazobactam","Clinical scenario: patient is allergic to penicillin anaphylaxis
Context: Penicillin anaphylaxis patients have cross-reactivity risk with cephalosporins.
Question: Is it safe to give cephalosporin, give ceftriaxone, give cefepime, give piperacillin tazobactam?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",SSC 2021; IDSA Cross-Reactivity Guidance,,
SEPSIS-HF-CAUTIOUS-FLUID,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,HIGH,FORBIDDEN,'heart_failure' in patient.comorbidities,"give_aggressive_fluid_bolus, give_crystalloid_60ml_kg","Clinical scenario: patient has heart failure
Context: Aggressive fluid resuscitation in HF patients causes pulmonary edema.
Question: Is it safe to give aggressive fluid bolus, give crystalloid 60ml kg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","SSC 2021; Maitland et al, FEAST Trial 2011",,
SEPSIS-CIRRHOSIS-NO-LACTATED-RINGER,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,MODERATE,FORBIDDEN,'cirrhosis' in patient.comorbidities or 'liver_failure' in patient.comorbidities,give_lactated_ringer_in_liver_failure,"Clinical scenario: patient has cirrhosis OR patient has liver failure
Context: Cirrhotic patients cannot metabolize lactate in LR efficiently.
Question: Is it safe to give lactated ringer in liver failure?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","SSC 2021; Myburgh JA, Finfer S, SAFE Study Investigators",,
SEPSIS-ADRENAL-INSUFFICIENCY-STEROIDS,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,HIGH,REQUIRED,'adrenal_insufficiency' in patient.comorbidities or 'chronic_steroid_use' in patient.medications,give_stress_dose_steroids,"Clinical scenario: patient has adrenal insufficiency OR patient is on chronic steroid use
Context: Patients on chronic steroids need stress-dose steroids in septic shock.
Question: Should the clinician give stress dose steroids?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","SSC 2021, Section: Corticosteroids",,
SEPSIS-ADRENAL-INSUFFICIENCY-STEROIDS-FORBIDDEN,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,HIGH,FORBIDDEN,'adrenal_insufficiency' in patient.comorbidities or 'chronic_steroid_use' in patient.medications,"withhold_steroids_in_refractory_shock, give_high_dose_dexamethasone_in_septic_shock","Clinical scenario: patient has adrenal insufficiency OR patient is on chronic steroid use
Context: Refractory septic shock requires stress-dose hydrocortisone; high-dose dexamethasone worsens immunosuppression and outcomes.
Question: Is it safe to withhold steroids in refractory shock, give high dose dexamethasone in septic shock?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",SSC 2021; stress-dose hydrocortisone (200mg/day) for refractory shock; high-dose dex increases infection/mortality,,
SEPSIS-ESRD-NO-FLUID-BOLUS,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,HIGH,FORBIDDEN,'esrd' in patient.comorbidities or 'hemodialysis' in patient.comorbidities,"give_crystalloid_30ml_kg, give_large_volume_fluid","Clinical scenario: patient has esrd OR patient has hemodialysis
Context: ESRD patients on dialysis cannot handle large fluid volumes.
Question: Is it safe to give crystalloid 30ml kg, give large volume fluid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","SSC 2021; Silversides JA, Intensive Care Med 2017",,
SEPSIS-NEUTROPENIC-BROAD-SPECTRUM,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,CRITICAL,FORBIDDEN,'acute_myeloid_leukemia' in patient.comorbidities or 'chemotherapy_recent' in patient.comorbidities or 'neutropenia' in patient.comorbidities,"give_standard_cap_antibiotics_only, delay_antibiotics_for_source, delay_antibiotics_until_culture","Clinical scenario: patient has acute myeloid leukemia OR patient has chemotherapy recent OR patient has neutropenia
Context: Neutropenic sepsis needs immediate broad-spectrum, not standard CAP coverage.
Question: Is it safe to give standard cap antibiotics only, delay antibiotics for source, delay antibiotics until culture?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",IDSA Febrile Neutropenia 2010; SSC 2021,,
SEPSIS-ELDERLY-AFEBRILE-NO-DISMISS,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,HIGH,FORBIDDEN,patient.age > 70 and 'dementia' in str(patient.comorbidities),"attribute_ams_to_dementia, delay_antibiotics_due_to_no_fever, discharge_without_sepsis_workup","Clinical scenario: patient age > 70 AND 'dementia' in str(patient.comorbidities)
Context: Elderly patients may be afebrile in sepsis. AMS should not be attributed to dementia.
Question: Is it safe to attribute ams to dementia, delay antibiotics due to no fever, discharge without sepsis workup?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","SSC 2021; Nasa P, Crit Care 2012",,
SEPSIS-HF-NO-AGGRESSIVE-FLUID-VARIANT,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,HIGH,FORBIDDEN,'heart_failure_hfref' in patient.comorbidities or 'hfref' in str(patient.comorbidities),"give_aggressive_fluid_30ml_kg, give_full_crystalloid_30ml_kg_without_assessment","Clinical scenario: patient has heart failure hfref OR 'hfref' in str(patient.comorbidities)
Context: HFrEF patients need cautious fluid resuscitation.
Question: Is it safe to give aggressive fluid 30ml kg, give full crystalloid 30ml kg without assessment?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","SSC 2021; Boyd JH, Chest 2011",,
SEPSIS-CKD-NO-NEPHROTOXINS,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,HIGH,FORBIDDEN,'ckd_stage_3' in patient.comorbidities or 'ckd_stage_4' in patient.comorbidities or 'ckd' in str(patient.comorbidities),"give_aminoglycoside_high_dose, give_aminoglycoside_without_adjustment, give_nsaid, give_contrast_without_precaution, order_ct_with_contrast_without_renal_assessment","Clinical scenario: patient has ckd stage 3 OR patient has ckd stage 4 OR 'ckd' in str(patient.comorbidities)
Context: CKD patients need nephrotoxin avoidance in sepsis.
Question: Is it safe to give aminoglycoside high dose, give aminoglycoside without adjustment, give nsaid, give contrast without precaution, order ct with contrast without renal assessment?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; SSC 2021,,
SEPSIS-VANCOMYCIN-RED-MAN,ssc_sepsis_hour1_bundle,Surviving Sepsis Campaign Hour-1 Bundle,septic_shock_bundle,HIGH,FORBIDDEN,'vancomycin_red_man_syndrome' in patient.allergies,give_vancomycin_without_premedication,"Clinical scenario: patient is allergic to vancomycin red man syndrome
Context: Patients with vancomycin red man syndrome need slow infusion + premedication.
Question: Is it safe to give vancomycin without premedication?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","Red Man Syndrome; Sivagnanam S, Crit Care 2003",,
SE-HYPOGLYCEMIA-GLUCOSE-FIRST,status_epilepticus,AES Status Epilepticus Management,initial_stabilization,CRITICAL,BEFORE,patient.labs.glucose < 60,"give_dextrose_50_percent, give_benzodiazepine","Clinical scenario: blood glucose < 60
Context: Hypoglycemia can cause seizures and must be corrected before or simultaneously with antiepileptic therapy; dextrose 50% IV push.
Question: Is the ordering/timing constraint (give dextrose 50 percent, give benzodiazepine) clinically appropriate?
[ ] Yes, correct  [ ] No, incorrect  [ ] Depends (explain)","Yes, correct","AES 2024 Section 2.2; Alldredge BK, NEJM 2001",,
SE-HYPOGLYCEMIA-GLUCOSE-FIRST-FORBIDDEN,status_epilepticus,AES Status Epilepticus Management,initial_stabilization,CRITICAL,FORBIDDEN,patient.labs.glucose < 60,"give_antiepileptic_before_glucose_correction, delay_glucose_correction_for_eeg","Clinical scenario: blood glucose < 60
Context: Hypoglycemic seizures resolve with glucose correction; antiepileptics are ineffective and delay definitive treatment.
Question: Is it safe to give antiepileptic before glucose correction, delay glucose correction for eeg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","NCS Status Epilepticus 2012; hypoglycemic seizures resolve with glucose correction, not antiepileptics",,
SE-KNOWN-EPILEPSY-CHECK-LEVELS,status_epilepticus,AES Status Epilepticus Management,initial_stabilization,MODERATE,REQUIRED,'known_epilepsy' in patient.comorbidities,check_antiepileptic_drug_levels,"Clinical scenario: patient has known epilepsy
Context: Patients with known epilepsy may have subtherapeutic drug levels triggering SE; levels guide reload decisions.
Question: Should the clinician check antiepileptic drug levels?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AES 2024 Section 2.3; Trinka E, Epilepsia 2015",,
SE-KNOWN-EPILEPSY-CHECK-LEVELS-FORBIDDEN,status_epilepticus,AES Status Epilepticus Management,initial_stabilization,HIGH,FORBIDDEN,'known_epilepsy' in patient.comorbidities,"add_new_aed_without_checking_levels, give_loading_dose_without_level_check","Clinical scenario: patient has known epilepsy
Context: Loading a new AED without checking existing levels risks toxicity if existing drug is therapeutic or over-therapeutic.
Question: Is it safe to add new aed without checking levels, give loading dose without level check?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",NCS Status Epilepticus 2012; subtherapeutic levels require optimization before adding new agents,,
SE-ALCOHOL-WITHDRAWAL-BENZO,status_epilepticus,AES Status Epilepticus Management,first_line_therapy,HIGH,REQUIRED,'alcohol_withdrawal' in patient.comorbidities or 'alcohol_withdrawal' in patient.history,give_benzodiazepine_high_dose,"Clinical scenario: patient has alcohol withdrawal OR 'alcohol withdrawal' in patient.history
Context: Alcohol withdrawal SE requires higher benzodiazepine doses due to GABA receptor downregulation; standard doses are often insufficient.
Question: Should the clinician give benzodiazepine high dose?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AES 2024 Section 3.3; Schuckit MA, NEJM 2014",,
SE-ALCOHOL-WITHDRAWAL-BENZO-FORBIDDEN,status_epilepticus,AES Status Epilepticus Management,first_line_therapy,HIGH,FORBIDDEN,'alcohol_withdrawal' in patient.comorbidities or 'alcohol_withdrawal' in patient.history,"give_phenytoin_in_alcohol_withdrawal_seizure, give_haloperidol_in_withdrawal_seizure","Clinical scenario: patient has alcohol withdrawal OR 'alcohol withdrawal' in patient.history
Context: Phenytoin is ineffective for alcohol withdrawal seizures (mechanism is GABA not sodium channel); haloperidol lowers seizure threshold.
Question: Is it safe to give phenytoin in alcohol withdrawal seizure, give haloperidol in withdrawal seizure?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",NCS Status Epilepticus 2012; phenytoin is ineffective for alcohol withdrawal seizures; haloperidol lowers seizure threshold,,
SE-PREGNANCY-NO-VALPROATE,status_epilepticus,AES Status Epilepticus Management,second_line_therapy,CRITICAL,FORBIDDEN,'pregnancy' in patient.comorbidities,"give_valproate, give_valproate_40mg_kg, give_valproic_acid","Clinical scenario: patient has pregnancy
Context: Valproate is teratogenic (Category X) causing neural tube defects in 6-9% of exposed pregnancies; absolutely contraindicated.
Question: Is it safe to give valproate, give valproate 40mg kg, give valproic acid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AES 2024 Section 4.3; FDA Black Box Warning; Meador KJ, NEJM 2009",,
SE-HEPATIC-NO-VALPROATE,status_epilepticus,AES Status Epilepticus Management,second_line_therapy,CRITICAL,FORBIDDEN,'liver_disease' in patient.comorbidities or 'hepatic_failure' in patient.comorbidities,"give_valproate, give_valproate_40mg_kg, give_valproic_acid","Clinical scenario: patient has liver disease OR patient has hepatic failure
Context: Valproate is hepatotoxic and contraindicated in significant liver disease; can cause fatal hepatic failure.
Question: Is it safe to give valproate, give valproate 40mg kg, give valproic acid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AES 2024 Section 4.3; FDA Black Box Warning,,
SE-ELDERLY-DOSE-REDUCE,status_epilepticus,AES Status Epilepticus Management,second_line_therapy,HIGH,FORBIDDEN,patient.age > 65,"give_full_dose_phenytoin, give_fosphenytoin_20mg_pe_kg","Clinical scenario: patient age > 65
Context: Elderly patients require reduced phenytoin/fosphenytoin loading (15 mg PE/kg instead of 20) due to altered pharmacokinetics and increased cardiovascular risk.
Question: Is it safe to give full dose phenytoin, give fosphenytoin 20mg pe kg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AES 2024 Section 4.4; Treiman DM, NEJM 1998",,
SE-CARDIAC-HISTORY-NO-PHENYTOIN,status_epilepticus,AES Status Epilepticus Management,second_line_therapy,CRITICAL,FORBIDDEN,'cardiac_arrhythmia' in patient.comorbidities or 'heart_block' in patient.comorbidities or 'long_qt' in patient.comorbidities,"give_phenytoin, give_fosphenytoin_20mg_pe_kg","Clinical scenario: patient has cardiac arrhythmia OR patient has heart block OR patient has long qt
Context: Phenytoin/fosphenytoin causes cardiac arrhythmias and hypotension via sodium channel blockade; contraindicated in pre-existing cardiac conduction disease.
Question: Is it safe to give phenytoin, give fosphenytoin 20mg pe kg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AES 2024 Section 4.5; Cranford RE, Neurology 1979",,
SE-PORPHYRIA-NO-PHENYTOIN,status_epilepticus,AES Status Epilepticus Management,second_line_therapy,CRITICAL,FORBIDDEN,'porphyria' in patient.comorbidities,"give_phenytoin, give_fosphenytoin_20mg_pe_kg, give_valproate, give_valproate_40mg_kg, give_phenobarbital_15mg_kg","Clinical scenario: patient has porphyria
Context: Phenytoin, valproate, and phenobarbital are porphyrinogenic; they induce hepatic ALA synthase and can trigger fatal acute porphyria attacks.
Question: Is it safe to give phenytoin, give fosphenytoin 20mg pe kg, give valproate, give valproate 40mg kg, give phenobarbital 15mg kg?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AES 2024 Section 4.6; Anderson KE, Ann Intern Med 2005",,
TOX-IDENT-NO-DELAY-ANTIDOTE,toxicology_management,AACT/ACMT Toxicology Management,toxin_identification,HIGH,FORBIDDEN,True,delay_empiric_antidote_if_indicated,"Clinical scenario: True
Context: Converted from unconditional: when clinical toxidrome strongly suggests a specific toxin, empiric antidote should not be delayed for confirmatory testing
Question: Is it safe to delay empiric antidote if indicated?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AACT/ACMT 2024 Section 2; empiric antidote should not be withheld pending identification,,
