macro_name,file,value,category,recompute_phase,notes
\piPerDomainMaxGap,evidence_pack/audit/piclass_per_domain_canonical6_macros.tex,1.1682,B,Phase 3,verdict-dependent (gap)
\piPermB,evidence_pack/audit/piclass_permutation_macros.tex,"10,000",B,Phase 3,default (unclassified)
\piPermSeed,evidence_pack/audit/piclass_permutation_macros.tex,42,C,,config/threshold parameter
\piPermObsGap,evidence_pack/audit/piclass_permutation_macros.tex,0.2814,B,Phase 3,verdict-dependent (gap)
\piPermNullMean,evidence_pack/audit/piclass_permutation_macros.tex,0.0016,B,Phase 3,verdict-dependent (mean)
\piPermNullSd,evidence_pack/audit/piclass_permutation_macros.tex,0.2144,B,Phase 3,default (unclassified)
\piPermNExtreme,evidence_pack/audit/piclass_permutation_macros.tex,2222,B,Phase 3,default (unclassified)
\piPermP,evidence_pack/audit/piclass_permutation_macros.tex,0.2222,B,Phase 3,default (unclassified)
\piPoolNEval,evidence_pack/audit/piclass_pool_expand_macros.tex,19,B,Phase 3,default (unclassified)
\piPoolNPairs,evidence_pack/audit/piclass_pool_expand_macros.tex,171,B,Phase 3,default (unclassified)
\piPoolObsSame,evidence_pack/audit/piclass_pool_expand_macros.tex,0.2115,B,Phase 3,verdict-dependent (lo)
\piPoolObsCross,evidence_pack/audit/piclass_pool_expand_macros.tex,0.2008,B,Phase 3,verdict-dependent (cross)
\piPoolObsGap,evidence_pack/audit/piclass_pool_expand_macros.tex,0.0107,B,Phase 3,verdict-dependent (lo)
\piPoolPermB,evidence_pack/audit/piclass_pool_expand_macros.tex,"10,000",B,Phase 3,default (unclassified)
\piPoolPermNullMean,evidence_pack/audit/piclass_pool_expand_macros.tex,-0.0014,B,Phase 3,verdict-dependent (mean)
\piPoolPermNullSd,evidence_pack/audit/piclass_pool_expand_macros.tex,0.0689,B,Phase 3,default (unclassified)
\piPoolPermNExtreme,evidence_pack/audit/piclass_pool_expand_macros.tex,8710,B,Phase 3,default (unclassified)
\piPoolPermP,evidence_pack/audit/piclass_pool_expand_macros.tex,0.8710,B,Phase 3,default (unclassified)
\piPoolBootB,evidence_pack/audit/piclass_pool_expand_macros.tex,200,B,Phase 3,default (unclassified)
\piPoolBootSameLo,evidence_pack/audit/piclass_pool_expand_macros.tex,0.2073,B,Phase 3,verdict-dependent (lo)
\piPoolBootSameHi,evidence_pack/audit/piclass_pool_expand_macros.tex,0.2161,B,Phase 3,verdict-dependent (hi)
\piPoolBootCrossLo,evidence_pack/audit/piclass_pool_expand_macros.tex,0.1962,B,Phase 3,verdict-dependent (cross)
\piPoolBootCrossHi,evidence_pack/audit/piclass_pool_expand_macros.tex,0.2096,B,Phase 3,verdict-dependent (cross)
\piPoolBootGapLo,evidence_pack/audit/piclass_pool_expand_macros.tex,0.0026,B,Phase 3,verdict-dependent (lo)
\piPoolBootGapHi,evidence_pack/audit/piclass_pool_expand_macros.tex,0.0143,B,Phase 3,verdict-dependent (hi)
\piPoolBootOverlap,evidence_pack/audit/piclass_pool_expand_macros.tex,true,B,Phase 3,default (unclassified)
\piRandClusterB,evidence_pack/audit/piclass_random_cluster_canonical6_macros.tex,"10,000",B,Phase 3,default (unclassified)
\piRandClusterObsGap,evidence_pack/audit/piclass_random_cluster_canonical6_macros.tex,0.2814,B,Phase 3,verdict-dependent (gap)
\piRandClusterNullMean,evidence_pack/audit/piclass_random_cluster_canonical6_macros.tex,-0.0005,B,Phase 3,verdict-dependent (mean)
\piRandClusterNullSd,evidence_pack/audit/piclass_random_cluster_canonical6_macros.tex,0.2122,B,Phase 3,default (unclassified)
\piRandClusterNGe,evidence_pack/audit/piclass_random_cluster_canonical6_macros.tex,1168,B,Phase 3,default (unclassified)
\piRandClusterPct,evidence_pack/audit/piclass_random_cluster_canonical6_macros.tex,0.8832,B,Phase 3,verdict-dependent (pct)
\piRandClusterP,evidence_pack/audit/piclass_random_cluster_canonical6_macros.tex,0.1168,B,Phase 3,default (unclassified)
\mainReplLlmAscPct,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,76.73,B,Phase 3,verdict-dependent (repl)
\mainReplLlmCwtPct,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,69.12,B,Phase 3,verdict-dependent (repl)
\mainReplLlmPafPct,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,91.20,B,Phase 3,verdict-dependent (paf)
\mainReplLlmTripleFAOnHard,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,70.37,B,Phase 3,verdict-dependent (fa)
\mainReplLlmTripleFATotal,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,36.31,B,Phase 3,verdict-dependent (fa)
\mainReplLlmDoubleFAOnHard,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,70.37,B,Phase 3,verdict-dependent (fa)
\mainReplLlmDoubleFATotal,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,36.31,B,Phase 3,verdict-dependent (fa)
\mainReplCdeTripleFA,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,6.6,A,,system/structural constant
\mainReplCdeDoubleFA,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,11.6,A,,system/structural constant
\mainReplRatioTriple,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,5.50,B,Phase 3,verdict-dependent (repl)
\mainReplRatioDouble,evidence_pack/constraint_comparison/main_finding_full_replication_macros.tex,3.13,B,Phase 3,verdict-dependent (repl)
\cdeVsLlmCdeMust,evidence_pack/constraint_comparison/per_type_table_macros.tex,557,A,,system/structural constant
\cdeVsLlmCdeForbidden,evidence_pack/constraint_comparison/per_type_table_macros.tex,212,A,,system/structural constant
\cdeVsLlmCdeWithin,evidence_pack/constraint_comparison/per_type_table_macros.tex,215,A,,system/structural constant
\cdeVsLlmCdeBefore,evidence_pack/constraint_comparison/per_type_table_macros.tex,65,A,,system/structural constant
\cdeVsLlmCdeTotal,evidence_pack/constraint_comparison/per_type_table_macros.tex,1049,A,,system/structural constant
\bayesErrLlmTerm,evidence_pack/constraint_comparison/y3_bayes_extended_macros.tex,0.0150,B,Phase 3,verdict-dependent (term)
\bayesErrLlmAset,evidence_pack/constraint_comparison/y3_bayes_extended_macros.tex,0.0001,B,Phase 3,verdict-dependent (bayes)
\bayesErrLlmNord,evidence_pack/constraint_comparison/y3_bayes_extended_macros.tex,0.0000,B,Phase 3,verdict-dependent (bayes)
\bayesErrLlmNctx,evidence_pack/constraint_comparison/y3_bayes_extended_macros.tex,0.0000,B,Phase 3,verdict-dependent (bayes)
\bayesErrLlmOrderingPreserved,evidence_pack/constraint_comparison/y3_bayes_extended_macros.tex,true,B,Phase 3,verdict-dependent (bayes)
\bayesErrLlmDeltaTerm,evidence_pack/constraint_comparison/y3_bayes_extended_macros.tex,-0.4210,B,Phase 3,verdict-dependent (term)
\bayesErrLlmDeltaAset,evidence_pack/constraint_comparison/y3_bayes_extended_macros.tex,-0.0239,B,Phase 3,verdict-dependent (delta)
\bayesErrLlmDeltaNord,evidence_pack/constraint_comparison/y3_bayes_extended_macros.tex,-0.0030,B,Phase 3,verdict-dependent (delta)
\bayesErrLlmDeltaNctx,evidence_pack/constraint_comparison/y3_bayes_extended_macros.tex,-0.0030,B,Phase 3,verdict-dependent (delta)
\piYThreshMinAbsTau,evidence_pack/constraint_comparison/y3_threshold_sweep_macros.tex,0.0279,B,Phase 3,default (unclassified)
\piYThreshMaxAbsTau,evidence_pack/constraint_comparison/y3_threshold_sweep_macros.tex,0.0572,B,Phase 3,default (unclassified)
\cresElevenPass,evidence_pack/cres_11/cres_11_macros.tex,1,B,Phase 2,verdict-dependent (cres)
\cresElevenWarn,evidence_pack/cres_11/cres_11_macros.tex,3,B,Phase 3,verdict-dependent (cres)
\cresElevenFail,evidence_pack/cres_11/cres_11_macros.tex,6,B,Phase 3,verdict-dependent (fa)
\cresElevenPending,evidence_pack/cres_11/cres_11_macros.tex,0,B,Phase 3,verdict-dependent (cres)
\cresElevenTotal,evidence_pack/cres_11/cres_11_macros.tex,10,B,Phase 3,verdict-dependent (cres)
\cresTwelveSpearman,evidence_pack/cres_12/cres_12_macros.tex,0.059,B,Phase 3,verdict-dependent (cres)
\cresTwelveJaccard,evidence_pack/cres_12/cres_12_macros.tex,0.217,B,Phase 3,verdict-dependent (cres)
\cresTwelveKendall,evidence_pack/cres_12/cres_12_macros.tex,0.460,B,Phase 3,verdict-dependent (cres)
\cresTwelveReversals,evidence_pack/cres_12/cres_12_macros.tex,18,B,Phase 3,verdict-dependent (cres)
\cresTwelveMaxDepth,evidence_pack/cres_12/cres_12_macros.tex,5,B,Phase 3,verdict-dependent (cres)
\cresThirteenTotalTokens,evidence_pack/cres_13/cres_13_macros.tex,"505,336,581",B,Phase 3,verdict-dependent (hi)
\cresThirteenMedianTokensPerEp,evidence_pack/cres_13/cres_13_macros.tex,29763,B,Phase 3,verdict-dependent (hi)
\cresOneAKappa,evidence_pack/cres_1a/cres_1a_macros.tex,0.030,B,Phase 3,verdict-dependent (kappa)
\cresOneAKappaCI,evidence_pack/cres_1a/cres_1a_macros.tex,0.014--0.045,B,Phase 3,verdict-dependent (kappa)
\cresOneAAgreement,evidence_pack/cres_1a/cres_1a_macros.tex,50.1,B,Phase 3,verdict-dependent (cres)
\cresOneAN,evidence_pack/cres_1a/cres_1a_macros.tex,14826,B,Phase 3,verdict-dependent (cres)
\cresOneATCCPassRate,evidence_pack/cres_1a/cres_1a_macros.tex,51.6,B,Phase 2,verdict-dependent (cres)
\cresOneAFreePassRate,evidence_pack/cres_1a/cres_1a_macros.tex,6.1,B,Phase 2,verdict-dependent (cres)
\cresOneATP,evidence_pack/cres_1a/cres_1a_macros.tex,578,B,Phase 3,verdict-dependent (cres)
\cresOneATN,evidence_pack/cres_1a/cres_1a_macros.tex,6853,B,Phase 3,verdict-dependent (cres)
\cresOneAFP,evidence_pack/cres_1a/cres_1a_macros.tex,322,B,Phase 3,verdict-dependent (cres)
\cresOneAFN,evidence_pack/cres_1a/cres_1a_macros.tex,7073,B,Phase 3,verdict-dependent (cres)
\cresOneATokens,evidence_pack/cres_1a/cres_1a_macros.tex,27.6M,B,Phase 3,verdict-dependent (cres)
\cresOneCMedian,evidence_pack/cres_1c/cres_1c_macros.tex,100.0,B,Phase 3,verdict-dependent (cres)
\cresOneCMean,evidence_pack/cres_1c/cres_1c_macros.tex,91.8,B,Phase 3,verdict-dependent (cres)
\cresOneCIQRLow,evidence_pack/cres_1c/cres_1c_macros.tex,94.0,B,Phase 3,verdict-dependent (cres)
\cresOneCIQRHigh,evidence_pack/cres_1c/cres_1c_macros.tex,100.0,B,Phase 3,verdict-dependent (hi)
\cresOneCAbove,evidence_pack/cres_1c/cres_1c_macros.tex,81.5,B,Phase 3,verdict-dependent (cres)
\cresOneCNPert,evidence_pack/cres_1c/cres_1c_macros.tex,200,B,Phase 3,verdict-dependent (cres)
\cresOneCNTraces,evidence_pack/cres_1c/cres_1c_macros.tex,2000,B,Phase 3,verdict-dependent (cres)
\cresOneDNEpisodes,evidence_pack/cres_1d/cres_1d_macros.tex,14826,B,Phase 3,verdict-dependent (cres)
\cresOneDNFeatures,evidence_pack/cres_1d/cres_1d_macros.tex,49,B,Phase 3,verdict-dependent (cres)
\cresOneDAUCFull,evidence_pack/cres_1d/cres_1d_macros.tex,0.995,B,Phase 3,verdict-dependent (cres)
\cresOneDAUCFullStd,evidence_pack/cres_1d/cres_1d_macros.tex,0.000,B,Phase 3,verdict-dependent (cres)
\cresOneDAUCASC,evidence_pack/cres_1d/cres_1d_macros.tex,0.947,B,Phase 3,verdict-dependent (cres)
\cresOneDAUCASCStd,evidence_pack/cres_1d/cres_1d_macros.tex,0.002,B,Phase 3,verdict-dependent (cres)
\cresOneDDeltaAUC,evidence_pack/cres_1d/cres_1d_macros.tex,+0.048,B,Phase 3,verdict-dependent (cres)
\cresOneDDeltaAUCLo,evidence_pack/cres_1d/cres_1d_macros.tex,+0.039,B,Phase 3,verdict-dependent (cres)
\cresOneDDeltaAUCHi,evidence_pack/cres_1d/cres_1d_macros.tex,+0.044,B,Phase 3,verdict-dependent (hi)
\cresOneDTopFeature,evidence_pack/cres_1d/cres_1d_macros.tex,n\_med\_actions,B,Phase 3,verdict-dependent (cres)
\cresOneDCovFreeAUC,evidence_pack/cres_1d/cres_1d_macros.tex,0.994,B,Phase 3,verdict-dependent (cres)
\cresOneDCovFreeStd,evidence_pack/cres_1d/cres_1d_macros.tex,0.001,B,Phase 3,verdict-dependent (cres)
\cresOneDCovFreeNFeatures,evidence_pack/cres_1d/cres_1d_macros.tex,33,B,Phase 3,verdict-dependent (cres)
\cresOneDDeltaCovFreeASC,evidence_pack/cres_1d/cres_1d_macros.tex,+0.047,B,Phase 3,verdict-dependent (cres)
\cresOneDDeltaCovFreeASCLo,evidence_pack/cres_1d/cres_1d_macros.tex,+0.039,B,Phase 3,verdict-dependent (cres)
\cresOneDDeltaCovFreeASCHi,evidence_pack/cres_1d/cres_1d_macros.tex,+0.044,B,Phase 3,verdict-dependent (hi)
\cresOneEAgreement,evidence_pack/cres_1e/cres_1e_macros.tex,0.021,B,Phase 3,verdict-dependent (cres)
\cresOneEKappa,evidence_pack/cres_1e/cres_1e_macros.tex,-0.844,B,Phase 3,verdict-dependent (kappa)
\cresOneEWrongPassRate,evidence_pack/cres_1e/cres_1e_macros.tex,0.484,B,Phase 2,verdict-dependent (cres)
\cresOneEMcNemarP,evidence_pack/cres_1e/cres_1e_macros.tex,0.00e+00,B,Phase 3,verdict-dependent (cres)
\cresOneEScrambledKappa,evidence_pack/cres_1e/cres_1e_macros.tex,-0.761,B,Phase 3,verdict-dependent (kappa)
\cresOneEOverallAgreement,evidence_pack/cres_1e/cres_1e_macros.tex,0.000,B,Phase 3,verdict-dependent (cres)
\cresFourDeltaretrievalcostrulebased,evidence_pack/cres_4/cres_4_macros.tex,+19.9,B,Phase 3,verdict-dependent (cres)
\cresFourDeltaretrievalcostllm,evidence_pack/cres_4/cres_4_macros.tex,-0.9,B,Phase 3,verdict-dependent (cres)
\cresFourDeltareasoningmodalityfull,evidence_pack/cres_4/cres_4_macros.tex,-24.1,B,Phase 3,verdict-dependent (cres)
\cresFiveEtaSq,evidence_pack/cres_5/cres_5_macros.tex,0.072,B,Phase 3,verdict-dependent (cres)
\cresFiveEtaSqCI,evidence_pack/cres_5/cres_5_macros.tex,0.069--0.076,B,Phase 3,verdict-dependent (cres)
\cresFiveEtaRun,evidence_pack/cres_5/cres_5_macros.tex,0.0515,B,Phase 3,verdict-dependent (cres)
\cresFiveCohenF,evidence_pack/cres_5/cres_5_macros.tex,0.078,B,Phase 3,verdict-dependent (cres)
\cresFiveCohenFCI,evidence_pack/cres_5/cres_5_macros.tex,0.074--0.083,B,Phase 3,verdict-dependent (cres)
\cresFiveCliffDelta,evidence_pack/cres_5/cres_5_macros.tex,-0.225,B,Phase 3,verdict-dependent (cres)
\cresFiveCliffDeltaCI,evidence_pack/cres_5/cres_5_macros.tex,-0.237---0.214,B,Phase 3,verdict-dependent (cres)
\cresFiveVPC,evidence_pack/cres_5/cres_5_macros.tex,0.072,B,Phase 3,verdict-dependent (cres)
\cresFiveVPCCI,evidence_pack/cres_5/cres_5_macros.tex,0.069--0.076,B,Phase 3,verdict-dependent (cres)
\cresFiveRankBiserial,evidence_pack/cres_5/cres_5_macros.tex,-0.153,B,Phase 3,verdict-dependent (cres)
\cresFiveRankBiserialCI,evidence_pack/cres_5/cres_5_macros.tex,-0.171---0.134,B,Phase 3,verdict-dependent (cres)
\cresFiveNullRatio,evidence_pack/cres_5/cres_5_macros.tex,1479.69,B,Phase 3,verdict-dependent (cres)
\cresFiveNullRatioCI,evidence_pack/cres_5/cres_5_macros.tex,0.0000--0.0001,B,Phase 3,verdict-dependent (cres)
\cresFivePartialEtaSq,evidence_pack/cres_5_expansion/cres_5_expansion_macros.tex,0.0999,B,Phase 3,verdict-dependent (cres)
\cresFiveOmegaSq,evidence_pack/cres_5_expansion/cres_5_expansion_macros.tex,0.0724,B,Phase 3,verdict-dependent (cres)
\cresFiveFleissKappa,evidence_pack/cres_5_expansion/cres_5_expansion_macros.tex,0.0326,B,Phase 3,verdict-dependent (kappa)
\cresFivePostHocPower,evidence_pack/cres_5_expansion/cres_5_expansion_macros.tex,1.0000,B,Phase 3,verdict-dependent (cres)
\cresFiveMdeEtaSq,evidence_pack/cres_5_expansion/cres_5_expansion_macros.tex,0.00018,B,Phase 3,verdict-dependent (cres)
\cresSixN,evidence_pack/cres_6/cres_6_macros.tex,17,B,Phase 3,verdict-dependent (cres)
\cresSixTargetN,evidence_pack/cres_6/cres_6_macros.tex,180,B,Phase 3,verdict-dependent (cres)
\cresSixACProxyUpperPct,evidence_pack/cres_6/cres_6_macros.tex,18.4,B,Phase 3,verdict-dependent (cres)
\cresSixCGABenchLowerPct,evidence_pack/cres_6/cres_6_macros.tex,81.6,B,Phase 3,verdict-dependent (cga)
\cresSixReqNTwoPctUpper,evidence_pack/cres_6/cres_6_macros.tex,189,B,Phase 3,verdict-dependent (cres)
\cresSixReqNThreePctUpper,evidence_pack/cres_6/cres_6_macros.tex,125,B,Phase 3,verdict-dependent (cres)
\cresSixExpN,evidence_pack/cres_6_expansion/cres_6_expansion_macros.tex,288,B,Phase 3,verdict-dependent (cres)
\cresSixExpNScenarios,evidence_pack/cres_6_expansion/cres_6_expansion_macros.tex,128,B,Phase 3,verdict-dependent (cres)
\cresSixExpTargetMet,evidence_pack/cres_6_expansion/cres_6_expansion_macros.tex,true,B,Phase 3,verdict-dependent (cres)
\cresSixExpCGADetectPct,evidence_pack/cres_6_expansion/cres_6_expansion_macros.tex,100.0,B,Phase 3,verdict-dependent (cga)
\cresSixExpCGAUpperPct,evidence_pack/cres_6_expansion/cres_6_expansion_macros.tex,100.0,B,Phase 3,verdict-dependent (cga)
\cresSixExpACUpperPct,evidence_pack/cres_6_expansion/cres_6_expansion_macros.tex,1.3,B,Phase 3,verdict-dependent (cres)
\cresSixExpPrevN,evidence_pack/cres_6_expansion/cres_6_expansion_macros.tex,17,B,Phase 3,verdict-dependent (cres)
\cresSixExpPrevWilsonUpper,evidence_pack/cres_6_expansion/cres_6_expansion_macros.tex,18.4,B,Phase 3,verdict-dependent (cres)
\cresSevenClassA,evidence_pack/cres_7/cres_7_macros.tex,0,B,Phase 3,verdict-dependent (cres)
\cresSevenClassB,evidence_pack/cres_7/cres_7_macros.tex,2365,B,Phase 3,verdict-dependent (cres)
\cresSevenClassBFrac,evidence_pack/cres_7/cres_7_macros.tex,0.330,B,Phase 3,verdict-dependent (cres)
\cresSevenASCFA,evidence_pack/cres_7/cres_7_macros.tex,5999,B,Phase 3,verdict-dependent (fa)
\cresSevenInvisiblePct,evidence_pack/cres_7/cres_7_macros.tex,33.0,B,Phase 3,verdict-dependent (cres)
\cresSevenASCFAClassBFrac,evidence_pack/cres_7/cres_7_macros.tex,0.332,B,Phase 3,verdict-dependent (fa)
\cresSevenPAFFA,evidence_pack/cres_7/cres_7_macros.tex,4129,B,Phase 3,verdict-dependent (paf)
\cresSevenPAFInsufFrac,evidence_pack/cres_7/cres_7_macros.tex,0.022,B,Phase 3,verdict-dependent (paf)
\cresNineTOSTPass,evidence_pack/cres_9/cres_9_macros.tex,3,B,Phase 2,verdict-dependent (cres)
\cresNineTOSTTotal,evidence_pack/cres_9/cres_9_macros.tex,6,B,Phase 3,verdict-dependent (cres)
\cresNineMDE,evidence_pack/cres_9/cres_9_macros.tex,0.5,B,Phase 3,verdict-dependent (cres)
\cresNineMaxDelta,evidence_pack/cres_9/cres_9_macros.tex,4.0,B,Phase 3,verdict-dependent (cres)
\cresNineEpsilon,evidence_pack/cres_9/cres_9_macros.tex,3,B,Phase 3,verdict-dependent (cres)
\cresNineTotalEquiv,evidence_pack/cres_9/cres_9_macros.tex,7,B,Phase 3,verdict-dependent (cres)
\cresNineTotalTests,evidence_pack/cres_9/cres_9_macros.tex,36,B,Phase 3,verdict-dependent (cres)
\cresNineQwenEquiv,evidence_pack/cres_9/cres_9_macros.tex,1,B,Phase 3,verdict-dependent (cres)
\cresNineQwenMaxDelta,evidence_pack/cres_9/cres_9_macros.tex,21.7,B,Phase 3,verdict-dependent (cres)
\ablationPassFull,evidence_pack/ex15_constraint_ablation/ex15_macros.tex,21.4,B,Phase 2,verdict-dependent (ablation)
\ablationPassActionOnly,evidence_pack/ex15_constraint_ablation/ex15_macros.tex,33.1,B,Phase 2,verdict-dependent (ablation)
\ablationPassNoTiming,evidence_pack/ex15_constraint_ablation/ex15_macros.tex,32.5,B,Phase 2,verdict-dependent (ablation)
\ablationPassNoOrder,evidence_pack/ex15_constraint_ablation/ex15_macros.tex,21.4,B,Phase 2,verdict-dependent (ablation)
\ablationGapActionFull,evidence_pack/ex15_constraint_ablation/ex15_macros.tex,11.7,B,Phase 3,verdict-dependent (ablation)
\ablationDisagreeN,evidence_pack/ex15_constraint_ablation/ex15_macros.tex,1863,B,Phase 3,verdict-dependent (ablation)
\ablationDisagreePct,evidence_pack/ex15_constraint_ablation/ex15_macros.tex,11.8,B,Phase 3,verdict-dependent (ablation)
\ablationTimingCause,evidence_pack/ex15_constraint_ablation/ex15_macros.tex,3433,B,Phase 3,verdict-dependent (ablation)
\ablationSequenceCause,evidence_pack/ex15_constraint_ablation/ex15_macros.tex,101,B,Phase 3,verdict-dependent (ablation)
\traceSourceRate,evidence_pack/ex16_source_traceability/ex16_macros.tex,100.0,B,Phase 3,verdict-dependent (rate)
\traceEvidenceRate,evidence_pack/ex16_source_traceability/ex16_macros.tex,100.0,B,Phase 3,verdict-dependent (rate)
\traceTotalConstraints,evidence_pack/ex16_source_traceability/ex16_macros.tex,1306,B,Phase 3,default (unclassified)
\exOneJudgeA,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,Qwen3.5-35B,B,Phase 4,verdict-dependent (judge)
\exOneJudgeB,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,Gemma4-31B,B,Phase 4,verdict-dependent (judge)
\exOneJudgeC,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,Nemotron3-30B,B,Phase 4,verdict-dependent (judge)
\exOneNJudges,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,3,B,Phase 4,verdict-dependent (judge)
\exOneNEpisodes,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,500,B,Phase 3,default (unclassified)
\exOneNCalls,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,6000,B,Phase 3,default (unclassified)
\exOneTthreePoneRange,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,24.6,B,Phase 3,default (unclassified)
\exOneQwenDeltaPone,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,17.4,B,Phase 3,verdict-dependent (delta)
\exOneGemmaDeltaPone,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,10.4,B,Phase 3,verdict-dependent (delta)
\exOneNemoDeltaPone,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,27.0,B,Phase 3,verdict-dependent (model)
\exOneQwenTthreePtwoFA,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,2.6,B,Phase 3,verdict-dependent (fa)
\exOneGemmaTthreePtwoFA,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,26.4,B,Phase 3,verdict-dependent (fa)
\exOneNemoTthreePtwoFA,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,21.6,B,Phase 3,verdict-dependent (fa)
\exOneQwenDeltaPtwo,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,11.0,B,Phase 3,verdict-dependent (delta)
\exOneGemmaDeltaPtwo,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,17.0,B,Phase 3,verdict-dependent (delta)
\exOneNemoDeltaPtwo,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,32.4,B,Phase 3,verdict-dependent (model)
\exOneQwenAggrTtwo,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,30.7,B,Phase 3,default (unclassified)
\exOneGemmaAggrTtwo,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,42.3,B,Phase 3,verdict-dependent (gemma)
\exOneNemoAggrTtwo,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,51.2,B,Phase 3,default (unclassified)
\exOneQwenAggrTthree,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,18.5,B,Phase 3,default (unclassified)
\exOneGemmaAggrTthree,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,25.9,B,Phase 3,verdict-dependent (gemma)
\exOneNemoAggrTthree,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,31.0,B,Phase 3,default (unclassified)
\exOneQwenAggrDelta,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,12.2,B,Phase 3,verdict-dependent (delta)
\exOneGemmaAggrDelta,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,16.4,B,Phase 3,verdict-dependent (delta)
\exOneNemoAggrDelta,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,20.2,B,Phase 3,verdict-dependent (delta)
\exOneDeltaRangeMin,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,10.4,B,Phase 3,verdict-dependent (delta)
\exOneDeltaRangeMax,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,27.0,B,Phase 3,verdict-dependent (delta)
\exOneInterJudgeGapTthree,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,24.6,B,Phase 4,verdict-dependent (judge)
\exOneAllDeltaPositive,evidence_pack/ex1_llm_judge_3judge/ex1_3judge_macros.tex,9/9,B,Phase 3,verdict-dependent (delta)
\wEightAOFAReact,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,19.4,B,Phase 3,verdict-dependent (fa)
\wEightFlipReact,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,83.8,B,Phase 3,verdict-dependent (weight)
\wEightACReact,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,79.1,B,Phase 3,verdict-dependent (weight)
\wEightMABReact,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,52.8,B,Phase 3,verdict-dependent (weight)
\wEightCGAReact,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,48.9,B,Phase 3,verdict-dependent (cga)
\wEightAOFADirect,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,17.5,B,Phase 3,verdict-dependent (fa)
\wEightFlipDirect,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,83.9,B,Phase 3,verdict-dependent (weight)
\wEightACDirect,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,80.8,B,Phase 3,verdict-dependent (weight)
\wEightMABDirect,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,54.7,B,Phase 3,verdict-dependent (weight)
\wEightCGADirect,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,42.1,B,Phase 3,verdict-dependent (cga)
\wEightAOFAChecklist,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,19.0,B,Phase 3,verdict-dependent (fa)
\wEightFlipChecklist,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,82.3,B,Phase 3,verdict-dependent (weight)
\wEightACChecklist,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,82.0,B,Phase 3,verdict-dependent (weight)
\wEightMABChecklist,evidence_pack/ex_w8_crossmodel/w8_scaffold_macros.tex,55.6,B,Phase 3,verdict-dependent (weight)
